type,image_path,label_path,volume,slice,id
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_168_slice_62_jpg.rf.290b5a3a084fb9f72c1f0483e7045232.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_168_slice_62_jpg.rf.290b5a3a084fb9f72c1f0483e7045232.txt,168,62,ad6451e43e8d6d115e74107c0749789f
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_1_slice_90_jpg.rf.6b759f7e590bd8b93f46e7293e490480.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_1_slice_90_jpg.rf.6b759f7e590bd8b93f46e7293e490480.txt,1,90,d0ffe45d4e046696b9e31fc171533b91
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_223_slice_116_jpg.rf.581b964ddc19cfc92ce4874ce0e81b0c.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_223_slice_116_jpg.rf.581b964ddc19cfc92ce4874ce0e81b0c.txt,223,116,383a68e2896bf68195b5fbdda37bb43b
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_139_slice_97_jpg.rf.84cd29a0896ef49a1094cea5b81948b5.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_139_slice_97_jpg.rf.84cd29a0896ef49a1094cea5b81948b5.txt,139,97,9116b40f629080820feebf16718bd9fa
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_154_slice_97_jpg.rf.a1616040da4bd8c345b19121113d58fb.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_154_slice_97_jpg.rf.a1616040da4bd8c345b19121113d58fb.txt,154,97,d2b7213a94ea61d833298729a02558c8
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_71_slice_81_jpg.rf.cf7aa991e44dfb89c87cc0e2b17fe240.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_71_slice_81_jpg.rf.cf7aa991e44dfb89c87cc0e2b17fe240.txt,71,81,91063cce9e92d14647d1eb063ce025ff
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_119_slice_50_jpg.rf.0f2e1ee9850f0353226e52bcb015991e.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_119_slice_50_jpg.rf.0f2e1ee9850f0353226e52bcb015991e.txt,119,50,c0a1059ce5b39156a919b0ff6e3e2c5e
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_120_slice_72_jpg.rf.2960a2f71f1a3b2c1e7705c772753600.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_120_slice_72_jpg.rf.2960a2f71f1a3b2c1e7705c772753600.txt,120,72,7ee1952f8e481acd8cc254630c537962
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_236_slice_42_jpg.rf.9ef68c1f12a33abf45ebfd6c9050a8a9.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_236_slice_42_jpg.rf.9ef68c1f12a33abf45ebfd6c9050a8a9.txt,236,42,e577efd867e51376c2cdbf7071d78581
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_343_slice_96_jpg.rf.87789dc469c8aa68328cdd24f3ad6939.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_343_slice_96_jpg.rf.87789dc469c8aa68328cdd24f3ad6939.txt,343,96,5eb261f9c0d95a329a4340ea30d7375c
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_64_slice_47_jpg.rf.61a32d6b4e1b60a182885b89d44fd756.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_64_slice_47_jpg.rf.61a32d6b4e1b60a182885b89d44fd756.txt,64,47,6289644a6256befc3325badf7d1230f0
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_253_slice_72_jpg.rf.69b28a8a78ef3d9fcd48690177618d5e.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_253_slice_72_jpg.rf.69b28a8a78ef3d9fcd48690177618d5e.txt,253,72,099b9545d440357bbcbc4972d0e49398
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_260_slice_77_jpg.rf.a9589bf1a56aa199b27266bf73ab2bf7.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_260_slice_77_jpg.rf.a9589bf1a56aa199b27266bf73ab2bf7.txt,260,77,8ad9751617aa26482d6aebfd8b0c086e
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_163_slice_98_jpg.rf.c99ab4d3bf11c5364a7fd0e5ce0d456c.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_163_slice_98_jpg.rf.c99ab4d3bf11c5364a7fd0e5ce0d456c.txt,163,98,9d50234592b9b6e438e9a28d6da5266b
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_67_slice_62_jpg.rf.0086654cbc55e0953b02d4cf75c091a8.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_67_slice_62_jpg.rf.0086654cbc55e0953b02d4cf75c091a8.txt,67,62,69a4f9d48c0dad26498e3305b7c2259c
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_346_slice_57_jpg.rf.a6e823ec5f8839240c174ef037bcc288.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_346_slice_57_jpg.rf.a6e823ec5f8839240c174ef037bcc288.txt,346,57,dcad5ce2be0e47f1d9a3e2f08374ef0e
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_118_slice_77_jpg.rf.76fb638329c945e4b25d64b93371ccae.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_118_slice_77_jpg.rf.76fb638329c945e4b25d64b93371ccae.txt,118,77,9ba0f46f57af872e2d791df10391bb33
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_153_slice_46_jpg.rf.b1ed17eb397a1d05546eed157e3d9e1c.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_153_slice_46_jpg.rf.b1ed17eb397a1d05546eed157e3d9e1c.txt,153,46,9b6c32f80d5dcef9609d45d26dcdd13f
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_296_slice_92_jpg.rf.84bf2af29b43f5523fab24e05e25b34b.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_296_slice_92_jpg.rf.84bf2af29b43f5523fab24e05e25b34b.txt,296,92,9e9ad99bfecaebbf7ee8aa64dc1844e2
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_85_slice_86_jpg.rf.463cbf750b01e23eda5f7cd78b1edb3d.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_85_slice_86_jpg.rf.463cbf750b01e23eda5f7cd78b1edb3d.txt,85,86,2237d27f6dc27be818a4f361966b4d75
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_301_slice_54_jpg.rf.e7b87e83c772d6a762ccf0a43c8f3621.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_301_slice_54_jpg.rf.e7b87e83c772d6a762ccf0a43c8f3621.txt,301,54,d5fb7a3d7c2100f3cca4e0fc6dd1d36c
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_143_slice_81_jpg.rf.2dc2d6c2804424827ee130ac3491779b.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_143_slice_81_jpg.rf.2dc2d6c2804424827ee130ac3491779b.txt,143,81,cc6874e5e41fad852341b04c26d14560
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_351_slice_49_jpg.rf.44f944919d04a11111a0a4527e8a43b8.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_351_slice_49_jpg.rf.44f944919d04a11111a0a4527e8a43b8.txt,351,49,b60a96bdbb52a44071a3f3f58df071f3
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_107_slice_93_jpg.rf.bdd8c9875d8aa3c6f179a6a5dc9bdc4f.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_107_slice_93_jpg.rf.bdd8c9875d8aa3c6f179a6a5dc9bdc4f.txt,107,93,3cfb6cfa1c022354ef7de125fb35a536
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_331_slice_53_jpg.rf.9d946bffb3f79b7422dedf9eba9a1a28.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_331_slice_53_jpg.rf.9d946bffb3f79b7422dedf9eba9a1a28.txt,331,53,22501ce213e05d13c82ed4631f43434a
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_191_slice_65_jpg.rf.0fd9c1f308662d5ae2ecd40130ca2c9f.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_191_slice_65_jpg.rf.0fd9c1f308662d5ae2ecd40130ca2c9f.txt,191,65,217320215828a8dace970c09ef67998a
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_69_slice_119_jpg.rf.6fae3ed12b559a585169255a1396434f.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_69_slice_119_jpg.rf.6fae3ed12b559a585169255a1396434f.txt,69,119,d917e2cf3c887129ce8e9727ac242c5a
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_67_slice_73_jpg.rf.654c37e7c33b9f005af6cad88dd523a7.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_67_slice_73_jpg.rf.654c37e7c33b9f005af6cad88dd523a7.txt,67,73,cd43cfb9022cdf4c97ba72c67da464b6
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_41_slice_102_jpg.rf.aeb352bece23c63f2f7ee6d1a59c5f35.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_41_slice_102_jpg.rf.aeb352bece23c63f2f7ee6d1a59c5f35.txt,41,102,303005d6f39ea6360774fe6cc90fa67e
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_151_slice_68_jpg.rf.d1a31ab4cf849fc134691cee0e7cdb54.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_151_slice_68_jpg.rf.d1a31ab4cf849fc134691cee0e7cdb54.txt,151,68,ae83b80502509038960fd5567c346070
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_239_slice_123_jpg.rf.72ca6a81156810d54176dbcc188e9593.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_239_slice_123_jpg.rf.72ca6a81156810d54176dbcc188e9593.txt,239,123,c964c5c97eb835c670b5d4abd2520991
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_60_slice_88_jpg.rf.4654fccea032aa999b01b8dcbcbf16ac.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_60_slice_88_jpg.rf.4654fccea032aa999b01b8dcbcbf16ac.txt,60,88,e5ed17622b3c2f404d685bd3ea03fe18
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_214_slice_44_jpg.rf.0c89775559b6f6ce85b326091938e6e9.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_214_slice_44_jpg.rf.0c89775559b6f6ce85b326091938e6e9.txt,214,44,9ee0a4447c7245beb01117edcd4c5584
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_337_slice_79_jpg.rf.11e50626ccb329dba65835f1e14122b3.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_337_slice_79_jpg.rf.11e50626ccb329dba65835f1e14122b3.txt,337,79,f37b74f587869e25ef55f1f608ea5d86
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_66_slice_93_jpg.rf.f4c893f16d16adb4b6076dc6c6aa49a8.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_66_slice_93_jpg.rf.f4c893f16d16adb4b6076dc6c6aa49a8.txt,66,93,f89c938927f2f8eb1d0a1eb24e8ad001
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_267_slice_60_jpg.rf.0c483eeeed4fdf2244ee24a88c15a94f.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_267_slice_60_jpg.rf.0c483eeeed4fdf2244ee24a88c15a94f.txt,267,60,cf6da5af70b99ee7a66b41959144a575
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_220_slice_117_jpg.rf.63f8831459266a8e7dbe353a4034ef1e.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_220_slice_117_jpg.rf.63f8831459266a8e7dbe353a4034ef1e.txt,220,117,8cfe7fd8ab5c303a622f72a4fa8656b3
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_150_slice_82_jpg.rf.66fc238d9a21e9ea5caec1c0173e0b00.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_150_slice_82_jpg.rf.66fc238d9a21e9ea5caec1c0173e0b00.txt,150,82,5e65936a67c0a58aa2432a1463cc05bd
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_166_slice_63_jpg.rf.0851ec850bb137f6c0db728e0c0ed6a8.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_166_slice_63_jpg.rf.0851ec850bb137f6c0db728e0c0ed6a8.txt,166,63,140c05171752385cd79f9cf1b627b4cf
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_211_slice_51_jpg.rf.a00b0462866c2af46fad1bd41dd30d76.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_211_slice_51_jpg.rf.a00b0462866c2af46fad1bd41dd30d76.txt,211,51,adfa7538c2f637e928fad044ac916e3e
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_207_slice_62_jpg.rf.407a0e036b55fb1b28659c11175e94ac.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_207_slice_62_jpg.rf.407a0e036b55fb1b28659c11175e94ac.txt,207,62,5067c97c678f7d1a81d7cd11f3bb3b58
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_135_slice_107_jpg.rf.ae37e06b2579d4c9aabb5a471d0ca0b8.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_135_slice_107_jpg.rf.ae37e06b2579d4c9aabb5a471d0ca0b8.txt,135,107,5e88832a1a191f59749fb8e9478a1299
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_151_slice_57_jpg.rf.1348ac2cb2b24e3df3b554f0cccceb94.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_151_slice_57_jpg.rf.1348ac2cb2b24e3df3b554f0cccceb94.txt,151,57,f9ba184340dbd7bceb3f2b8652ef5a8d
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_259_slice_102_jpg.rf.6f82fa608b84ca869f68e32c0defb999.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_259_slice_102_jpg.rf.6f82fa608b84ca869f68e32c0defb999.txt,259,102,ab0afe5c5ec1fcbd1880d9ecf00ebd55
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_350_slice_113_jpg.rf.9bc27226dc57d1014d19a46a7a172044.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_350_slice_113_jpg.rf.9bc27226dc57d1014d19a46a7a172044.txt,350,113,2f2ba35d56a5b68d1576c71b9750ba63
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_207_slice_57_jpg.rf.1d5419884d8fe83af3eca9d7d535a497.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_207_slice_57_jpg.rf.1d5419884d8fe83af3eca9d7d535a497.txt,207,57,0c6ed2dfc9405d3dc6dc9fe76624c3ad
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_99_slice_49_jpg.rf.8eacf04ded1546e1621293017229b513.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_99_slice_49_jpg.rf.8eacf04ded1546e1621293017229b513.txt,99,49,094cae655e0b036279ce370d48fd8113
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_183_slice_77_jpg.rf.ee1f94f1d210d2fccebe6014c25ed1bc.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_183_slice_77_jpg.rf.ee1f94f1d210d2fccebe6014c25ed1bc.txt,183,77,5a51a00e64fb067186006c61b490838f
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_125_slice_130_jpg.rf.0fdc66e138c9758cec3912a7762fab5a.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_125_slice_130_jpg.rf.0fdc66e138c9758cec3912a7762fab5a.txt,125,130,af297da908b629382ef9711507fb5f2a
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_316_slice_64_jpg.rf.80df456cd1681b63cef1f488e380d82c.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_316_slice_64_jpg.rf.80df456cd1681b63cef1f488e380d82c.txt,316,64,02a789cd1665a0dec6d4ae3a7ce57ce8
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_175_slice_95_jpg.rf.11e7d59323c4aaecb01e6e334e8774cf.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_175_slice_95_jpg.rf.11e7d59323c4aaecb01e6e334e8774cf.txt,175,95,740ec1e1fc15ed66183d5db240583c93
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_315_slice_111_jpg.rf.aa2d9aa2e2e6ad8d761c1e416944c368.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_315_slice_111_jpg.rf.aa2d9aa2e2e6ad8d761c1e416944c368.txt,315,111,bbd86e4eca188e3b4b3137a1e936f959
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_262_slice_102_jpg.rf.716587ddcb909dbca115015726cb6670.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_262_slice_102_jpg.rf.716587ddcb909dbca115015726cb6670.txt,262,102,81539e26c1e446612699c611aa78e026
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_76_slice_70_jpg.rf.4987fa1dab39e16ccc5f31dc07296485.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_76_slice_70_jpg.rf.4987fa1dab39e16ccc5f31dc07296485.txt,76,70,3c93992c4a841f0bc213274fcb69c198
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_289_slice_86_jpg.rf.99eb8c1361a95f1a7a0d795f81584d8c.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_289_slice_86_jpg.rf.99eb8c1361a95f1a7a0d795f81584d8c.txt,289,86,8e6d643d7528a244f33685d5b28c183f
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_246_slice_79_jpg.rf.3658279c9991e481326e9edecdcf35dd.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_246_slice_79_jpg.rf.3658279c9991e481326e9edecdcf35dd.txt,246,79,e234cb7d8add4a6fbfdb309dc403808d
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_226_slice_40_jpg.rf.9c942e0351dcf7225905b58c4ab9bfea.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_226_slice_40_jpg.rf.9c942e0351dcf7225905b58c4ab9bfea.txt,226,40,5870ee46d9053756b21bbfb001f5c3af
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_27_slice_65_jpg.rf.3fdd8f640efd1a18455226d1a56dd879.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_27_slice_65_jpg.rf.3fdd8f640efd1a18455226d1a56dd879.txt,27,65,8b69a7d6d0ab675bbb611bae23b5109a
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_339_slice_74_jpg.rf.c45feba58a0135e42a0913c029d8c82c.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_339_slice_74_jpg.rf.c45feba58a0135e42a0913c029d8c82c.txt,339,74,70aae9adf8d23f6892b49a72ac36da52
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_218_slice_46_jpg.rf.f011ad8469a657ee000dcb2b8e6f6019.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_218_slice_46_jpg.rf.f011ad8469a657ee000dcb2b8e6f6019.txt,218,46,ff08ee9b61e430f47dfe8518e4b7aa8e
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_47_slice_77_jpg.rf.b888538715bd19bbd16b30dfdce0508e.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_47_slice_77_jpg.rf.b888538715bd19bbd16b30dfdce0508e.txt,47,77,e166c8df0448db0e7321cda23f6db1f6
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_133_slice_77_jpg.rf.f2ff77f69db24baceb503fb6bbdfed9a.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_133_slice_77_jpg.rf.f2ff77f69db24baceb503fb6bbdfed9a.txt,133,77,17b7cc06d190a56a5efec9f20e92bc85
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_255_slice_43_jpg.rf.f4a0d6efb41bc93559a442665b1d1b85.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_255_slice_43_jpg.rf.f4a0d6efb41bc93559a442665b1d1b85.txt,255,43,e521aafde504607e3e1416d0cc1b7fb7
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_106_slice_57_jpg.rf.799718ff51700efc176f4459e119cbcc.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_106_slice_57_jpg.rf.799718ff51700efc176f4459e119cbcc.txt,106,57,f5a00eedc36c2d096669153757309a48
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_182_slice_79_jpg.rf.a312a91009bdfc2f04456684f6423a5c.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_182_slice_79_jpg.rf.a312a91009bdfc2f04456684f6423a5c.txt,182,79,65244323d18f3103b1369ee458740222
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_241_slice_117_jpg.rf.e059a938e949d217e7796b8e9d7d3b39.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_241_slice_117_jpg.rf.e059a938e949d217e7796b8e9d7d3b39.txt,241,117,16838a40fed72dd65069da0f60c5c978
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_244_slice_91_jpg.rf.3be7e69b3f4a0031c656c350cd0469be.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_244_slice_91_jpg.rf.3be7e69b3f4a0031c656c350cd0469be.txt,244,91,cfe45b0963a248f115c74394fd61350c
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_116_slice_67_jpg.rf.62cd2f9e94ab3c26ac1c1a4a6f68f9ff.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_116_slice_67_jpg.rf.62cd2f9e94ab3c26ac1c1a4a6f68f9ff.txt,116,67,b4cf9ff0a8e96a99a69a9a6e47d930f6
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_242_slice_36_jpg.rf.458b1981426d73fe962e294549da9707.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_242_slice_36_jpg.rf.458b1981426d73fe962e294549da9707.txt,242,36,2778a2f403ebe8301f283391e0cb887f
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_352_slice_121_jpg.rf.66f982f03b9fe9f9e54349844d1b1b52.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_352_slice_121_jpg.rf.66f982f03b9fe9f9e54349844d1b1b52.txt,352,121,5b24453dfd67378a059b47b134e8c71b
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_66_slice_79_jpg.rf.b1cf99d0c73a3e7b23afa2be7fe179c6.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_66_slice_79_jpg.rf.b1cf99d0c73a3e7b23afa2be7fe179c6.txt,66,79,bc3f29f1989f143535456fbe2da610cb
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_296_slice_40_jpg.rf.5eda6ee4c6bc3ec97da5dbd2b2476110.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_296_slice_40_jpg.rf.5eda6ee4c6bc3ec97da5dbd2b2476110.txt,296,40,0b3bca78f382a42a4dec80e88e558242
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_130_slice_58_jpg.rf.819b5e12a3f219e56d01ef97b7eea43d.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_130_slice_58_jpg.rf.819b5e12a3f219e56d01ef97b7eea43d.txt,130,58,ef93068eea073d36f99034b349ca25ca
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_271_slice_91_jpg.rf.96408da1cfa268ec8374e73f92eaf1a0.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_271_slice_91_jpg.rf.96408da1cfa268ec8374e73f92eaf1a0.txt,271,91,00ca51e0a3c20267d792301938c7a55f
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_364_slice_45_jpg.rf.1d44a980ed513fcb5d115126ec584f17.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_364_slice_45_jpg.rf.1d44a980ed513fcb5d115126ec584f17.txt,364,45,c30ef6b63bc716c3828d6fa496285c03
train,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/images/volume_64_slice_61_jpg.rf.80d10a16d2aeedb5e45e4007d6e2f4de.jpg,BrainTumorDetectionYolov9/BrainTumorDetectionYolov9/train/labels/volume_64_slice_61_jpg.rf.80d10a16d2aeedb5e45e4007d6e2f4de.txt,64,61,22c303e7ad21e9aa58ac72bf00ae9d63
